Site ID,Cell,azimuth,Sector,Technology,CellId,CellName,OnAirStatus,ARFCN,Coverage_Objective,Band,Mtilt,Etilt,TAC,PCI,Long,Lat,BW,drop call rate
196299,182,270,2,LTE,1962991822,LTEOutdoor1962991822,Unlocked,880,Outdoor,850,5,1,10004,219,136.920797,35.165984,60,0.0764
196299,185,80,1,LTE,1962991851,LTEOutdoor1962991851,Unlocked,1725,Outdoor,1800,5,1,10004,211,136.920797,35.165984,60,0.0932
196299,185,270,2,LTE,1962991852,LTEOutdoor1962991852,Unlocked,1725,Outdoor,1800,5,1,10004,219,136.920797,35.165984,60,0.0629
196515,182,70,1,LTE,1965151821,LTEOutdoor1965151821,Unlocked,880,Outdoor,850,10,5,10006,363,136.949041,35.143497,60,0.0539
196515,182,120,2,LTE,1965151822,LTEOutdoor1965151822,Unlocked,880,Outdoor,850,10,5,10006,371,136.949041,35.143497,60,0.0129
196515,185,70,1,LTE,1965151851,LTEOutdoor1965151851,Unlocked,1725,Outdoor,1800,10,4,10006,363,136.949041,35.143497,60,0.0411
196515,185,120,2,LTE,1965151852,LTEOutdoor1965151852,Unlocked,1725,Outdoor,1800,10,5,10006,371,136.949041,35.143497,60,0.043
196535,185,-1,1,LTE,1965351851,LTEIndoor1965351851,Unlocked,1725,Indoor,1800,0,0,10003,396,136.910681,35.148357,60,0.0348
196535,185,-1,2,LTE,1965351852,LTEIndoor1965351852,Unlocked,1725,Indoor,1800,0,0,10003,397,136.910681,35.148357,60,0.0817
196535,185,-1,3,LTE,1965351853,LTEIndoor1965351853,Unlocked,1725,Indoor,1800,0,0,10003,398,136.910681,35.148357,60,0.0422
196539,185,100,1,LTE,1965391851,LTEOutdoor1965391851,Unlocked,1725,Outdoor,1800,4,5,10003,16,136.9208032,35.145632,60,0.0684
196539,185,150,1,LTE,1965391851,LTEOutdoor1965391851,Unlocked,1725,Outdoor,1800,4,3,10003,16,136.9208032,35.145632,60,0.0841
196539,185,320,3,LTE,1965391853,LTEOutdoor1965391853,locked,1725,Outdoor,1800,4,1,10003,32,136.9208032,35.145632,60,0.0988
196543,182,200,2,LTE,1965431822,LTEOutdoor1965431822,Unlocked,880,Outdoor,850,7,9,10002,96,136.925261,35.141017,60,0.0441
196543,185,200,2,LTE,1965431852,LTEOutdoor1965431852,Unlocked,1725,Outdoor,1800,7,9,10002,96,136.925261,35.141017,60,0.0276
196546,182,90,2,LTE,1965461822,LTEOutdoor1965461822,Unlocked,880,Outdoor,850,10,11,10001,256,136.902671,35.167537,60,0.0176
196546,182,150,2,LTE,1965461822,LTEOutdoor1965461822,Unlocked,880,Outdoor,850,10,11,10001,256,136.902671,35.167537,60,0.0633
196546,182,300,3,LTE,1965461823,LTEOutdoor1965461823,Unlocked,880,Outdoor,850,10,11,10001,272,136.902671,35.167537,60,0.0659
196546,185,10,1,LTE,1965461851,LTEOutdoor1965461851,Unlocked,1725,Outdoor,1800,7,7,10001,264,136.902671,35.167537,60,0.0806
196546,185,90,2,LTE,1965461852,LTEOutdoor1965461852,Unlocked,1725,Outdoor,1800,10,7,10001,256,136.902671,35.167537,60,0.0197
196546,185,150,2,LTE,1965461852,LTEOutdoor1965461852,Unlocked,1725,Outdoor,1800,10,7,10001,256,136.902671,35.167537,60,0.0263
196546,185,300,3,LTE,1965461853,LTEOutdoor1965461853,Unlocked,1725,Outdoor,1800,10,7,10001,272,136.902671,35.167537,60,0.0563
196610,182,210,2,LTE,1966101822,LTEOutdoor1966101822,Unlocked,880,Outdoor,850,12,11,10005,258,136.935348,35.1652872,60,0.0713
196610,182,310,3,LTE,1966101823,LTEOutdoor1966101823,Unlocked,880,Outdoor,850,14,11,10005,203,136.935348,35.1652872,60,0.025
196610,185,210,2,LTE,1966101852,LTEOutdoor1966101852,Unlocked,1725,Outdoor,1800,12,11,10005,258,136.935348,35.1652872,60,0.002
196610,185,310,3,LTE,1966101853,LTEOutdoor1966101853,Unlocked,1725,Outdoor,1800,14,11,10005,203,136.935348,35.1652872,60,0.0929
196614,182,-1,1,LTE,1966141821,LTEIndoor1966141821,Unlocked,880,Indoor,850,0,0,10005,404,136.938871,35.155027,60,0.0897
196614,182,210,2,LTE,1966141822,LTEOutdoor1966141822,Unlocked,880,Outdoor,850,8,13,10005,219,136.938871,35.155027,60,0.0886
196614,182,310,3,LTE,1966141823,LTEOutdoor1966141823,Unlocked,880,Outdoor,850,6,11,10005,211,136.938871,35.155027,60,0.0972
196614,185,-1,1,LTE,1966141851,LTEIndoor1966141851,Unlocked,1725,Indoor,1800,0,0,10005,404,136.938871,35.155027,60,0.0768
196614,185,210,2,LTE,1966141852,LTEOutdoor1966141852,Unlocked,1725,Outdoor,1800,8,13,10005,219,136.938871,35.155027,60,0.035
196614,185,310,3,LTE,1966141853,LTEOutdoor1966141853,Unlocked,1725,Outdoor,1800,6,11,10005,211,136.938871,35.155027,60,0.0007
196615,182,40,1,LTE,1966151821,LTEOutdoor1966151821,Unlocked,880,Outdoor,850,7,11,10005,74,136.939051,35.154387,60,0.0088
196615,182,190,2,LTE,1966151822,LTEOutdoor1966151822,Unlocked,880,Outdoor,850,7,13,10005,82,136.939051,35.154387,60,0.0125
196615,182,-1,3,LTE,1966151823,LTEIndoor1966151823,Unlocked,880,Indoor,850,0,0,10005,398,136.939051,35.154387,60,0.0777
196615,185,40,1,LTE,1966151851,LTEOutdoor1966151851,Unlocked,1725,Outdoor,1800,7,11,10005,74,136.939051,35.154387,60,0.0888
196615,185,190,2,LTE,1966151852,LTEOutdoor1966151852,Unlocked,1725,Outdoor,1800,7,4,10005,82,136.939051,35.154387,60,0.0183
196615,185,-1,3,LTE,1966151853,LTEIndoor1966151853,Unlocked,1725,Indoor,1800,0,0,10005,398,136.939051,35.154387,60,0.0394
196861,182,80,1,LTE,1968611821,LTEOutdoor1968611821,Unlocked,880,Outdoor,850,6,11,10003,167,136.914321,35.156717,60,0.0599
196861,182,230,2,LTE,1968611822,LTEOutdoor1968611822,Unlocked,880,Outdoor,850,4,7,10003,159,136.914321,35.156717,60,0.0625
196861,182,330,3,LTE,1968611823,LTEOutdoor1968611823,Unlocked,880,Outdoor,850,4,9,10003,175,136.914321,35.156717,60,0.006
196861,185,80,1,LTE,1968611851,LTEOutdoor1968611851,Unlocked,1725,Outdoor,1800,6,11,10003,167,136.914321,35.156717,60,0.0964
196861,185,230,2,LTE,1968611852,LTEOutdoor1968611852,Unlocked,1725,Outdoor,1800,4,7,10003,159,136.914321,35.156717,60,0.0471
196861,185,330,3,LTE,1968611853,LTEOutdoor1968611853,Unlocked,1725,Outdoor,1800,4,9,10003,175,136.914321,35.156717,60,0.0752
196866,182,50,1,LTE,1968661821,LTEOutdoor1968661821,Unlocked,880,Outdoor,850,17,11,10001,323,136.897201,35.150117,60,0.0593
196866,182,160,2,LTE,1968661822,LTEOutdoor1968661822,Unlocked,880,Outdoor,850,17,11,10001,331,136.897201,35.150117,60,0.0321
196866,182,250,3,LTE,1968661823,LTEOutdoor1968661823,Unlocked,880,Outdoor,850,17,11,10001,339,136.897201,35.150117,60,0.0073
196866,185,50,1,LTE,1968661851,LTEOutdoor1968661851,Unlocked,1725,Outdoor,1800,17,11,10001,323,136.897201,35.150117,60,0.0354
196866,185,160,2,LTE,1968661852,LTEOutdoor1968661852,Unlocked,1725,Outdoor,1800,17,11,10001,331,136.897201,35.150117,60,0.0244
196866,185,250,3,LTE,1968661853,LTEOutdoor1968661853,Unlocked,1725,Outdoor,1800,17,11,10001,339,136.897201,35.150117,60,0.0528
196869,182,110,2,LTE,1968691822,LTEOutdoor1968691822,Unlocked,880,Outdoor,850,14,10,10004,82,136.925911,35.161707,60,0.0426
196869,185,-1,1,LTE,1968691851,LTEIndoor1968691851,Unlocked,1725,Indoor,1800,0,0,10004,418,136.925631,35.161797,60,0.0705
196869,185,110,2,LTE,1968691852,LTEOutdoor1968691852,Unlocked,1725,Outdoor,1800,14,10,10004,82,136.925911,35.161707,60,0.0161
197133,182,70,1,LTE,1971331821,LTEOutdoor1971331821,Unlocked,880,Outdoor,850,4,7,10002,247,136.926201,35.141037,60,0.0159
197133,182,190,2,LTE,1971331822,LTEOutdoor1971331822,Unlocked,880,Outdoor,850,7,14,10002,231,136.926201,35.141037,60,0.0632
197133,182,310,3,LTE,1971331823,LTEOutdoor1971331823,Unlocked,880,Outdoor,850,5,17,10002,239,136.926201,35.141037,60,0.0531
197133,185,70,1,LTE,1971331851,LTEOutdoor1971331851,Unlocked,1725,Outdoor,1800,4,7,10002,247,136.926201,35.141037,60,0.0215
197133,185,190,2,LTE,1971331852,LTEOutdoor1971331852,Unlocked,1725,Outdoor,1800,7,9,10002,231,136.926201,35.141037,60,0.0233
197133,185,310,3,LTE,1971331853,LTEOutdoor1971331853,Unlocked,1725,Outdoor,1800,5,13,10002,239,136.926201,35.141037,60,0.0451
197149,185,70,1,LTE,1971491851,LTEOutdoor1971491851,Unlocked,1725,Outdoor,1800,2,1,10003,158,136.921231,35.151577,60,0.064
197149,185,110,2,LTE,1971491852,LTEOutdoor1971491852,Unlocked,1725,Outdoor,1800,2,1,10003,174,136.920538,35.151267,60,0.0369
197149,185,220,2,LTE,1971491852,LTEOutdoor1971491852,Unlocked,1725,Outdoor,1800,2,1,10003,174,136.920538,35.151267,60,0.0542
197149,185,320,3,LTE,1971491853,LTEOutdoor1971491853,Unlocked,1725,Outdoor,1800,2,1,10003,166,136.921231,35.151577,60,0.0316
197150,182,60,1,LTE,1971501821,LTEOutdoor1971501821,Unlocked,880,Outdoor,850,4,10,10006,285,136.949581,35.152787,60,0.0142
197150,182,110,2,LTE,1971501822,LTEOutdoor1971501822,Unlocked,880,Outdoor,850,11,4,10006,293,136.949581,35.152787,60,0.0792
197150,182,290,3,LTE,1971501823,LTEOutdoor1971501823,Unlocked,880,Outdoor,850,10,4,10006,277,136.949581,35.152787,60,0.0792
197150,185,60,1,LTE,1971501851,LTEOutdoor1971501851,Unlocked,1725,Outdoor,1800,4,8,10006,285,136.949581,35.152787,60,0.032
197150,185,110,2,LTE,1971501852,LTEOutdoor1971501852,Unlocked,1725,Outdoor,1800,11,6,10006,293,136.949581,35.152787,60,0.0851
197150,185,290,3,LTE,1971501853,LTEOutdoor1971501853,Unlocked,1725,Outdoor,1800,10,8,10006,277,136.949581,35.152787,60,0.0243
197154,185,70,1,LTE,1971541851,LTEOutdoor1971541851,Unlocked,1725,Outdoor,1800,4,11,10003,256,136.920571,35.151807,60,0.0781
197154,185,270,2,LTE,1971541852,LTEOutdoor1971541852,Unlocked,1725,Outdoor,1800,4,11,10003,264,136.920571,35.151807,60,0.0684
197160,185,10,1,LTE,1971601851,LTEOutdoor1971601851,Unlocked,1725,Outdoor,1800,6,10,10003,390,136.919911,35.144837,60,0.0743
197160,185,110,2,LTE,1971601852,LTEOutdoor1971601852,Unlocked,1725,Outdoor,1800,4,7,10003,374,136.919911,35.144837,60,0.0087
197160,185,270,3,LTE,1971601853,LTEOutdoor1971601853,Unlocked,1725,Outdoor,1800,4,7,10003,382,136.919911,35.144837,60,0.0032
197162,182,20,1,LTE,1971621821,LTEOutdoor1971621821,Unlocked,880,Outdoor,850,12,6,10002,220,136.946041,35.140687,60,0.0221
197162,182,70,2,LTE,1971621822,LTEOutdoor1971621822,Unlocked,880,Outdoor,850,12,6,10002,204,136.946041,35.140667,60,0.0639
197162,182,200,3,LTE,1971621823,LTEOutdoor1971621823,Unlocked,880,Outdoor,850,12,9,10002,212,136.946001,35.140657,60,0.0837
197162,185,20,1,LTE,1971621851,LTEOutdoor1971621851,Unlocked,1725,Outdoor,1800,12,13,10002,220,136.946041,35.140687,60,0.093
197162,185,70,2,LTE,1971621852,LTEOutdoor1971621852,Unlocked,1725,Outdoor,1800,12,13,10002,204,136.946041,35.140667,60,0.0455
197162,185,200,3,LTE,1971621853,LTEOutdoor1971621853,Unlocked,1725,Outdoor,1800,12,9,10002,212,136.946001,35.140657,60,0.0139
197180,182,270,3,LTE,1971801823,LTEOutdoor1971801823,Unlocked,880,Outdoor,850,7,11,10005,330,136.9367355,35.15524239,60,0.0044
197180,185,160,2,LTE,1971801852,LTEOutdoor1971801852,Unlocked,1725,Outdoor,1800,6,9,10005,338,136.936736,35.155242,60,0.0926
197180,185,270,3,LTE,1971801853,LTEOutdoor1971801853,Unlocked,1725,Outdoor,1800,7,7,10005,330,136.9367355,35.15524239,60,0.081
197183,182,110,1,LTE,1971831821,LTEOutdoor1971831821,Unlocked,880,Outdoor,850,6,5,10002,89,136.928551,35.140937,60,0.0135
197183,185,110,1,LTE,1971831851,LTEOutdoor1971831851,Unlocked,1725,Outdoor,1800,6,9,10002,89,136.928551,35.140937,60,0.0815
197183,185,190,2,LTE,1971831852,LTEOutdoor1971831852,Unlocked,1725,Outdoor,1800,4,9,10002,52,136.928551,35.140937,60,0.059
197185,182,60,1,LTE,1971851821,LTEOutdoor1971851821,Unlocked,880,Outdoor,850,6,5,10003,351,136.919271,35.148197,60,0.0693
197185,182,150,2,LTE,1971851822,LTEOutdoor1971851822,Unlocked,880,Outdoor,850,6,6,10003,359,136.919271,35.148197,60,0.0981
197185,185,60,1,LTE,1971851851,LTEOutdoor1971851851,Unlocked,1725,Outdoor,1800,6,9,10003,351,136.919271,35.148197,60,0.035
197185,185,150,2,LTE,1971851852,LTEOutdoor1971851852,Unlocked,1725,Outdoor,1800,6,6,10003,359,136.919271,35.148197,60,0.0626
197187,182,60,1,LTE,1971871821,LTEOutdoor1971871821,Unlocked,880,Outdoor,850,11,11,10003,213,136.914271,35.146367,60,0.0049
197187,182,120,2,LTE,1971871822,LTEOutdoor1971871822,Unlocked,880,Outdoor,850,15,11,10003,221,136.914251,35.146197,60,0.072
197187,182,20,3,LTE,1971871823,LTEOutdoor1971871823,Unlocked,880,Outdoor,850,14,11,10003,205,136.913931,35.146427,60,0.0765
197187,185,60,1,LTE,1971871851,LTEOutdoor1971871851,Unlocked,1725,Outdoor,1800,11,11,10003,213,136.914271,35.146367,60,0.0265
197187,185,120,2,LTE,1971871852,LTEOutdoor1971871852,Unlocked,1725,Outdoor,1800,15,11,10003,221,136.914251,35.146197,60,0.0106
197187,185,20,3,LTE,1971871853,LTEOutdoor1971871853,Unlocked,1725,Outdoor,1800,14,11,10003,205,136.913931,35.146427,60,0.0245
197303,182,50,1,LTE,1973031821,LTEOutdoor1973031821,Unlocked,880,Outdoor,850,17,11,10001,98,136.898141,35.152777,60,0.0228
197303,182,120,2,LTE,1973031822,LTEOutdoor1973031822,Unlocked,880,Outdoor,850,17,11,10001,82,136.897951,35.152087,60,0.056
197303,182,230,3,LTE,1973031823,LTEOutdoor1973031823,Unlocked,880,Outdoor,850,17,11,10001,90,136.897621,35.152287,60,0.0031
197303,185,50,1,LTE,1973031851,LTEOutdoor1973031851,Unlocked,1725,Outdoor,1800,17,11,10001,98,136.898141,35.152777,60,0.076
197303,185,120,2,LTE,1973031852,LTEOutdoor1973031852,Unlocked,1725,Outdoor,1800,17,11,10001,82,136.897951,35.152087,60,0.0149
197303,185,230,3,LTE,1973031853,LTEOutdoor1973031853,Unlocked,1725,Outdoor,1800,17,11,10001,90,136.897621,35.152287,60,0.0494
197307,182,110,1,LTE,1973071821,LTEOutdoor1973071821,Unlocked,880,Outdoor,850,17,13,10001,75,136.898741,35.151197,60,0.0034
197307,182,-1,2,LTE,1973071822,LTEIndoor1973071822,Unlocked,880,Indoor,850,0,0,10001,370,136.898741,35.151197,60,0.0974
197307,182,290,3,LTE,1973071823,LTEOutdoor1973071823,Unlocked,880,Outdoor,850,17,13,10001,67,136.898391,35.151037,60,0.0845
197307,185,110,1,LTE,1973071851,LTEOutdoor1973071851,Unlocked,1725,Outdoor,1800,17,13,10001,75,136.898741,35.151197,60,0.0112
197307,185,-1,2,LTE,1973071852,LTEIndoor1973071852,Unlocked,1725,Indoor,1800,0,0,10001,370,136.898741,35.151197,60,0.0161
197307,185,290,3,LTE,1973071853,LTEOutdoor1973071853,Unlocked,1725,Outdoor,1800,17,13,10001,67,136.898391,35.151037,60,0.0172
197315,182,40,1,LTE,1973151821,LTEOutdoor1973151821,Unlocked,880,Outdoor,850,8,13,10001,129,136.897721,35.144977,60,0.0915
197315,182,220,2,LTE,1973151822,LTEOutdoor1973151822,Unlocked,880,Outdoor,850,6,13,10001,149,136.897721,35.144977,60,0.0893
197315,182,300,3,LTE,1973151823,LTEOutdoor1973151823,Unlocked,880,Outdoor,850,6,13,10001,145,136.897721,35.144977,60,0.0841
197315,185,40,1,LTE,1973151851,LTEOutdoor1973151851,Unlocked,1725,Outdoor,1800,8,13,10001,129,136.897721,35.144977,60,0.0814
197315,185,220,2,LTE,1973151852,LTEOutdoor1973151852,Unlocked,1725,Outdoor,1800,6,11,10001,149,136.897721,35.144977,60,0.0479
197315,185,300,3,LTE,1973151853,LTEOutdoor1973151853,Unlocked,1725,Outdoor,1800,6,13,10001,145,136.897721,35.144977,60,0.0626
197318,182,200,2,LTE,1973181822,LTEOutdoor1973181822,Unlocked,880,Outdoor,850,52,1,10001,263,136.896471,35.150117,60,0.0518
197318,182,300,3,LTE,1973181823,LTEOutdoor1973181823,Unlocked,880,Outdoor,850,52,1,10001,271,136.896471,35.150117,60,0.0869
197318,185,200,2,LTE,1973181852,LTEOutdoor1973181852,Unlocked,1725,Outdoor,1800,52,1,10001,263,136.896471,35.150117,60,0.0915
197318,185,300,3,LTE,1973181853,LTEOutdoor1973181853,Unlocked,1725,Outdoor,1800,52,1,10001,271,136.896471,35.150117,60,0.0858
197319,185,60,1,LTE,1973191851,LTEOutdoor1973191851,Unlocked,1725,Outdoor,1800,5,5,10001,302,136.896011,35.148647,60,0.0333
197319,185,170,2,LTE,1973191852,LTEOutdoor1973191852,Unlocked,1725,Outdoor,1800,5,5,10001,318,136.896011,35.148647,60,0.0358
197319,185,320,3,LTE,1973191853,LTEOutdoor1973191853,Unlocked,1725,Outdoor,1800,5,5,10001,310,136.896011,35.148647,60,0.0181
197320,182,70,2,LTE,1973201822,LTEOutdoor1973201822,Unlocked,880,Outdoor,850,2,11,10004,372,136.929241,35.162197,60,0.0181
197320,182,150,3,LTE,1973201823,LTEOutdoor1973201823,Unlocked,880,Outdoor,850,2,17,10004,380,136.929241,35.162197,60,0.0068
197320,185,-1,1,LTE,1973201851,LTEIndoor1973201851,Unlocked,1725,Indoor,1800,0,0,10004,388,136.929241,35.162197,60,0.0861
197320,185,70,2,LTE,1973201852,LTEOutdoor1973201852,Unlocked,1725,Outdoor,1800,6,7,10004,372,136.929241,35.162197,60,0.0351
197320,185,150,3,LTE,1973201853,LTEOutdoor1973201853,Unlocked,1725,Outdoor,1800,4,11,10004,380,136.929241,35.162197,60,0.0205
197322,182,90,1,LTE,1973221821,LTEOutdoor1973221821,Unlocked,880,Outdoor,850,6,9,10003,86,136.921991,35.149847,60,0.0962
197322,182,180,2,LTE,1973221822,LTEOutdoor1973221822,Unlocked,880,Outdoor,850,17,11,10003,102,136.921991,35.149847,60,0.0448
197322,182,20,3,LTE,1973221823,LTEOutdoor1973221823,Unlocked,880,Outdoor,850,10,11,10003,94,136.921991,35.149847,60,0.0278
197322,185,90,1,LTE,1973221851,LTEOutdoor1973221851,Unlocked,1725,Outdoor,1800,6,9,10003,86,136.921991,35.149847,60,0.0603
197322,185,180,2,LTE,1973221852,LTEOutdoor1973221852,Unlocked,1725,Outdoor,1800,17,9,10003,102,136.921991,35.149847,60,0.0804
197322,185,20,3,LTE,1973221853,LTEOutdoor1973221853,Unlocked,1725,Outdoor,1800,10,11,10003,94,136.921991,35.149847,60,0.0034
197325,182,80,1,LTE,1973251821,LTEOutdoor1973251821,Unlocked,880,Outdoor,850,8,5,10003,81,136.919711,35.136967,60,0.0077
197325,182,180,2,LTE,1973251822,LTEOutdoor1973251822,Unlocked,880,Outdoor,850,7,4,10003,97,136.919711,35.136967,60,0.0633
197325,182,290,3,LTE,1973251823,LTEOutdoor1973251823,Unlocked,880,Outdoor,850,8,5,10003,89,136.919711,35.136967,60,0.03
197325,185,80,1,LTE,1973251851,LTEOutdoor1973251851,Unlocked,1725,Outdoor,1800,8,5,10003,81,136.919711,35.136967,60,0.0308
197325,185,180,2,LTE,1973251852,LTEOutdoor1973251852,Unlocked,1725,Outdoor,1800,7,6,10003,97,136.919711,35.136967,60,0.0433
197325,185,290,3,LTE,1973251853,LTEOutdoor1973251853,Unlocked,1725,Outdoor,1800,8,5,10003,89,136.919711,35.136967,60,0.0509
197326,182,120,1,LTE,1973261821,LTEOutdoor1973261821,Unlocked,880,Outdoor,850,17,8,10002,352,136.943381,35.148837,60,0.0936
197326,182,240,2,LTE,1973261822,LTEOutdoor1973261822,Unlocked,880,Outdoor,850,17,9,10002,360,136.942931,35.148857,60,0.0413
197326,185,120,1,LTE,1973261851,LTEOutdoor1973261851,Unlocked,1725,Outdoor,1800,17,10,10002,352,136.943381,35.148837,60,0.0012
197326,185,240,2,LTE,1973261852,LTEOutdoor1973261852,Unlocked,1725,Outdoor,1800,17,10,10002,360,136.942931,35.148857,60,0.0422
197328,182,70,1,LTE,1973281821,LTEOutdoor1973281821,Unlocked,880,Outdoor,850,14,7,10002,81,136.939571,35.144467,60,0.0402
197328,182,140,2,LTE,1973281822,LTEOutdoor1973281822,Unlocked,880,Outdoor,850,14,7,10002,65,136.939071,35.144677,60,0.0569
197328,182,230,3,LTE,1973281823,LTEOutdoor1973281823,Unlocked,880,Outdoor,850,14,9,10002,73,136.939071,35.144677,60,0.0076
197328,185,70,1,LTE,1973281851,LTEOutdoor1973281851,Unlocked,1725,Outdoor,1800,14,7,10002,81,136.939571,35.144467,60,0.0912
197328,185,140,2,LTE,1973281852,LTEOutdoor1973281852,Unlocked,1725,Outdoor,1800,14,7,10002,65,136.939071,35.144677,60,0.0459
197328,185,230,3,LTE,1973281853,LTEOutdoor1973281853,Unlocked,1725,Outdoor,1800,14,7,10002,73,136.939071,35.144677,60,0.0073
197329,182,110,1,LTE,1973291821,LTEOutdoor1973291821,Unlocked,880,Outdoor,850,17,11,10002,314,136.933371,35.144437,60,0.0837
197329,182,200,2,LTE,1973291822,LTEOutdoor1973291822,Unlocked,880,Outdoor,850,17,11,10002,298,136.932451,35.144497,60,0.0972
197329,182,340,3,LTE,1973291823,LTEOutdoor1973291823,Unlocked,880,Outdoor,850,17,9,10002,306,136.932341,35.144627,60,0.0115
197329,185,110,1,LTE,1973291851,LTEOutdoor1973291851,Unlocked,1725,Outdoor,1800,17,11,10002,314,136.933371,35.144437,60,0.0464
197329,185,200,2,LTE,1973291852,LTEOutdoor1973291852,Unlocked,1725,Outdoor,1800,17,6,10002,298,136.932451,35.144497,60,0.0098
197329,185,340,3,LTE,1973291853,LTEOutdoor1973291853,Unlocked,1725,Outdoor,1800,17,9,10002,306,136.932341,35.144627,60,0.0634
197340,182,40,1,LTE,1973401821,LTEOutdoor1973401821,Unlocked,880,Outdoor,850,4,1,10003,120,136.907511,35.151917,60,0.0435
197340,182,90,2,LTE,1973401822,LTEOutdoor1973401822,Unlocked,880,Outdoor,850,4,1,10003,112,136.907511,35.151917,60,0.0647
197340,182,260,3,LTE,1973401823,LTEOutdoor1973401823,Unlocked,880,Outdoor,850,4,1,10003,128,136.907511,35.151917,60,0.0443
197340,185,40,1,LTE,1973401851,LTEOutdoor1973401851,Unlocked,1725,Outdoor,1800,4,1,10003,120,136.907511,35.151917,60,0.0772
197340,185,90,2,LTE,1973401852,LTEOutdoor1973401852,Unlocked,1725,Outdoor,1800,4,1,10003,112,136.907511,35.151917,60,0.011
197340,185,260,3,LTE,1973401853,LTEOutdoor1973401853,Unlocked,1725,Outdoor,1800,4,1,10003,128,136.907511,35.151917,60,0.0552
197344,182,-1,1,LTE,1973441821,LTEIndoor1973441821,Unlocked,880,Indoor,850,0,0,10005,401,136.939721,35.154507,60,0.0875
197344,182,-1,2,LTE,1973441822,LTEIndoor1973441822,locked,880,Indoor,850,0,0,10005,434,136.939721,35.154507,60,0.0715
197344,185,-1,1,LTE,1973441851,LTEIndoor1973441851,Unlocked,1725,Indoor,1800,0,0,10005,401,136.939721,35.154507,60,0.0888
197344,185,-1,2,LTE,1973441852,LTEIndoor1973441852,locked,1725,Indoor,1800,0,0,10005,434,136.939721,35.154507,60,0.0048
197345,182,60,1,LTE,1973451821,LTEOutdoor1973451821,Unlocked,880,Outdoor,850,7,9,10004,234,136.913186,35.165095,60,0.0567
197345,182,200,2,LTE,1973451822,LTEOutdoor1973451822,Unlocked,880,Outdoor,850,6,7,10004,226,136.913186,35.165095,60,0.0351
197345,182,260,3,LTE,1973451823,LTEOutdoor1973451823,Unlocked,880,Outdoor,850,8,9,10004,242,136.913186,35.165095,60,0.0739
197345,185,60,1,LTE,1973451851,LTEOutdoor1973451851,Unlocked,1725,Outdoor,1800,7,9,10004,234,136.913186,35.165095,60,0.0532
197345,185,200,2,LTE,1973451852,LTEOutdoor1973451852,Unlocked,1725,Outdoor,1800,6,7,10004,226,136.913186,35.165095,60,0.0882
197345,185,260,3,LTE,1973451853,LTEOutdoor1973451853,Unlocked,1725,Outdoor,1800,8,9,10004,242,136.913186,35.165095,60,0.0536
197346,182,340,3,LTE,1973461823,LTEOutdoor1973461823,Unlocked,880,Outdoor,850,6,7,10001,28,136.901816,35.145002,60,0.0272
197346,185,55,1,LTE,1973461851,LTEOutdoor1973461851,Unlocked,1725,Outdoor,1800,5,4,10001,36,136.90165,35.145029,60,0.041
197346,185,180,2,LTE,1973461852,LTEOutdoor1973461852,Unlocked,1725,Outdoor,1800,5,4,10001,20,136.901578,35.144999,60,0.0949
197346,185,260,3,LTE,1973461853,LTEOutdoor1973461853,Unlocked,1725,Outdoor,1800,5,4,10001,28,136.901527,35.145208,60,0.0761
197349,182,40,1,LTE,1973491821,LTEOutdoor1973491821,Unlocked,880,Outdoor,850,8,12,10001,315,136.899961,35.143407,60,0.0662
197349,182,105,2,LTE,1973491822,LTEOutdoor1973491822,Unlocked,880,Outdoor,850,9,11,10001,299,136.899961,35.143407,60,0.0067
197349,182,280,3,LTE,1973491823,LTEOutdoor1973491823,Unlocked,880,Outdoor,850,14,11,10001,307,136.899961,35.143407,60,0.0902
197349,185,40,1,LTE,1973491851,LTEOutdoor1973491851,Unlocked,1725,Outdoor,1800,8,12,10001,315,136.899961,35.143407,60,0.0904
197349,185,105,2,LTE,1973491852,LTEOutdoor1973491852,Unlocked,1725,Outdoor,1800,9,11,10001,299,136.899961,35.143407,60,0.0334
197349,185,280,3,LTE,1973491853,LTEOutdoor1973491853,Unlocked,1725,Outdoor,1800,14,11,10001,307,136.899961,35.143407,60,0.0394
197350,182,80,1,LTE,1973501821,LTEOutdoor1973501821,Unlocked,880,Outdoor,850,17,11,10003,203,136.909091,35.155077,60,0.0215
197350,182,200,2,LTE,1973501822,LTEOutdoor1973501822,Unlocked,880,Outdoor,850,17,16,10003,219,136.909091,35.155077,60,0.0565
197350,182,310,3,LTE,1973501823,LTEOutdoor1973501823,Unlocked,880,Outdoor,850,12,9,10003,211,136.909091,35.155077,60,0.0327
197350,185,80,1,LTE,1973501851,LTEOutdoor1973501851,Unlocked,1725,Outdoor,1800,17,11,10003,203,136.909091,35.155077,60,0.037
197350,185,200,2,LTE,1973501852,LTEOutdoor1973501852,Unlocked,1725,Outdoor,1800,17,13,10003,219,136.909091,35.155077,60,0.0029
197350,185,310,3,LTE,1973501853,LTEOutdoor1973501853,Unlocked,1725,Outdoor,1800,12,11,10003,211,136.909091,35.155077,60,0.0512
197351,182,60,1,LTE,1973511821,LTEOutdoor1973511821,Unlocked,880,Outdoor,850,9,7,10001,143,136.901911,35.146817,60,0.0088
197351,182,210,2,LTE,1973511822,LTEOutdoor1973511822,Unlocked,880,Outdoor,850,11,8,10001,135,136.901911,35.146817,60,0.0544
